SequenceLength,SampleNo,WallClockTime,CPUTime,LogWallClockTime,LogSequenceLength
200,77,2.681186914,2.681413526,0.986259575,5.298317367
200,78,2.669601917,2.669448356,0.981929367,5.298317367
200,79,2.670807362,2.670562047,0.982380809,5.298317367
200,80,2.669460297,2.669236925,0.981876316,5.298317367
200,81,2.670702219,2.670516947,0.982341441,5.298317367
200,82,2.672268867,2.671957047,0.982927874,5.298317367
200,83,2.670674801,2.670468131,0.982331175,5.298317367
200,84,2.669284821,2.66911666,0.981810579,5.298317367
200,85,2.671434164,2.671196013,0.982615468,5.298317367
200,86,2.672703266,2.672548689,0.983090419,5.298317367
200,87,2.673052073,2.67282999,0.983220918,5.298317367
200,88,2.667774916,2.66756295,0.98124476,5.298317367
200,89,2.667934656,2.667691145,0.981304636,5.298317367
200,90,2.671871662,2.67183008,0.982779224,5.298317367
200,91,2.672257423,2.672063013,0.982923592,5.298317367
200,92,2.675929546,2.676145885,0.984296814,5.298317367
200,93,2.668548107,2.66935828,0.981534544,5.298317367
200,94,2.679547548,2.680221484,0.985647955,5.298317367
200,95,2.681517363,2.682102285,0.986382815,5.298317367
200,96,2.676244259,2.676643491,0.984414416,5.298317367
200,97,2.668124199,2.667721713,0.981375678,5.298317367
200,98,2.66755271,2.667335742,0.981161464,5.298317367
200,99,2.667729616,2.667261801,0.98122778,5.298317367
200,100,2.669553518,2.669228147,0.981911237,5.298317367
300,1,6.746714592,6.744499867,1.909055659,5.703782475
300,2,6.755854368,6.754849923,1.910409443,5.703782475
300,3,6.760564089,6.759668179,1.911106332,5.703782475
300,4,6.755656481,6.75488144,1.910380151,5.703782475
300,5,6.765780687,6.765000882,1.911877656,5.703782475
300,6,6.756402254,6.755489303,1.910490537,5.703782475
300,7,6.76453352,6.763819385,1.911693304,5.703782475
300,8,6.753421545,6.752619741,1.910049272,5.703782475
300,9,6.759599447,6.758694174,1.910963635,5.703782475
300,10,6.757278681,6.755914947,1.910620247,5.703782475
300,11,6.758368015,6.758920479,1.910781443,5.703782475
300,12,6.76995635,6.769705801,1.912494639,5.703782475
300,13,6.763854504,6.76373547,1.91159292,5.703782475
300,14,6.767153502,6.766781586,1.912080541,5.703782475
300,15,6.763991833,6.763872845,1.911613224,5.703782475
300,16,6.765048504,6.76485338,1.911769431,5.703782475
300,17,6.767052174,6.766591475,1.912065567,5.703782475
300,18,6.777645826,6.776450066,1.913629818,5.703782475
300,19,6.780326366,6.780037321,1.914025237,5.703782475
300,20,6.778482199,6.77796246,1.913753212,5.703782475
300,21,6.786466122,6.78625758,1.914930353,5.703782475
300,22,6.783707857,6.783644165,1.914523834,5.703782475
300,23,6.782723904,6.782269065,1.914378777,5.703782475
300,24,6.787237167,6.787934385,1.915043961,5.703782475
300,25,6.792114973,6.794123798,1.915762377,5.703782475
300,26,6.785414934,6.785943833,1.914775446,5.703782475
300,27,6.778929234,6.778653377,1.913819159,5.703782475
300,28,6.783651352,6.783492522,1.914515504,5.703782475
300,29,6.786989927,6.786774464,1.915007534,5.703782475
300,30,6.816606522,6.817462855,1.919361771,5.703782475
300,31,6.813779593,6.814183938,1.918946973,5.703782475
300,32,6.832677603,6.83391429,1.921716632,5.703782475
300,33,6.809717417,6.810196581,1.918350624,5.703782475
300,34,6.834736347,6.835570393,1.922017895,5.703782475
300,35,6.793971539,6.793971409,1.916035681,5.703782475
300,36,6.796280384,6.796403609,1.91637546,5.703782475
300,37,6.800901413,6.800493321,1.917055164,5.703782475
300,38,6.788756609,6.790334472,1.915267804,5.703782475
300,39,6.794705391,6.795031834,1.91614369,5.703782475
300,40,6.847886086,6.850254482,1.923940004,5.703782475
300,41,6.781610489,6.781903653,1.914214609,5.703782475
300,42,6.794142723,6.794557767,1.916060877,5.703782475
300,43,6.783183098,6.783688382,1.914446475,5.703782475
300,44,6.808082819,6.808082795,1.918110556,5.703782475
300,45,6.808468819,6.808366101,1.918167252,5.703782475
300,46,6.792403698,6.792727945,1.915804885,5.703782475
300,47,6.822030067,6.82309818,1.920157091,5.703782475
300,48,6.819852352,6.820892455,1.919837822,5.703782475
300,49,6.823103905,6.823931549,1.920314486,5.703782475
300,50,6.804355621,6.805074742,1.91756294,5.703782475
300,51,6.827251673,6.829904337,1.920922202,5.703782475
300,52,6.855554819,6.859664247,1.925059246,5.703782475
300,53,6.813717365,6.814959577,1.91893784,5.703782475
300,54,6.860164881,6.863175741,1.925731477,5.703782475
300,55,6.838841438,6.840252394,1.922618337,5.703782475
300,56,6.802511215,6.802758478,1.91729184,5.703782475
300,57,6.820276022,6.821199719,1.919899943,5.703782475
300,58,6.80126524,6.801700619,1.91710866,5.703782475
300,59,6.863651752,6.865557399,1.926239625,5.703782475
300,60,6.880582094,6.882559737,1.928703255,5.703782475
300,61,6.829970837,6.831405026,1.921320404,5.703782475
300,62,6.854562759,6.857195086,1.924914527,5.703782475
300,63,6.886302471,6.887456665,1.929534289,5.703782475
300,64,6.846428394,7.864373242,1.923727114,5.703782475
300,65,6.800200939,6.800937924,1.916952162,5.703782475
300,66,6.922394514,6.926900499,1.934761738,5.703782475
300,67,7.133598328,7.148777495,1.964815781,5.703782475
300,68,6.87142539,6.876052079,1.927371565,5.703782475
300,69,6.847546101,6.851753509,1.923890355,5.703782475
300,70,6.841876507,6.845488446,1.923062037,5.703782475
300,71,6.879272699,6.884684279,1.928512934,5.703782475
300,72,6.871062279,6.876551376,1.92731872,5.703782475
300,73,6.837509394,6.842670137,1.922423542,5.703782475
300,74,6.926752806,6.935058662,1.935391133,5.703782475
300,75,7.086226225,7.099617828,1.958152932,5.703782475
300,76,6.907019138,6.913778793,1.932538161,5.703782475
300,77,6.829402924,6.832355043,1.92123725,5.703782475
300,78,6.847210169,6.852701101,1.923841295,5.703782475
300,79,6.875724792,6.880203552,1.927997062,5.703782475
300,80,6.805173874,6.805239757,1.917683187,5.703782475
300,81,6.791393995,6.791042273,1.915656222,5.703782475
300,82,6.85706687,6.858329285,1.92527978,5.703782475
300,83,6.836526394,6.837516384,1.922279766,5.703782475
300,84,6.807615995,6.807058204,1.918041985,5.703782475
300,85,6.822823286,6.823038631,1.920273358,5.703782475
300,86,6.792799234,6.792651002,1.915863115,5.703782475
300,87,6.797011375,6.796420682,1.916483012,5.703782475
300,88,6.807680845,6.807261499,1.918051511,5.703782475
300,89,6.838402271,6.837199219,1.922554118,5.703782475
300,90,7.692978382,8.05905261,2.040308014,5.703782475
300,91,6.788268805,6.788805547,1.915195947,5.703782475
300,92,6.798565388,6.798624297,1.916711618,5.703782475
300,93,6.798014879,6.797555598,1.91663064,5.703782475
300,94,6.777082682,6.777155125,1.913546726,5.703782475
300,95,6.781393766,6.781000113,1.914182651,5.703782475
300,96,6.783507109,6.783690455,1.914494241,5.703782475
300,97,6.795089006,6.794065229,1.916200146,5.703782475
300,98,6.803651094,6.802758533,1.917459394,5.703782475
300,99,6.795017958,6.794297937,1.91618969,5.703782475
300,100,6.807718992,6.807453502,1.918057114,5.703782475
400,1,14.11058998,14.10454428,2.646925578,5.991464547
400,2,14.10411215,14.10397751,2.646466397,5.991464547
400,3,14.15733075,14.15846828,2.650232564,5.991464547
400,4,14.12052417,14.11866596,2.647629354,5.991464547
400,5,14.1031549,14.1013354,2.646398524,5.991464547
400,6,14.10961151,14.10770641,2.646856233,5.991464547
400,7,14.1186595,14.11668358,2.647497291,5.991464547
400,8,14.16316295,14.16113318,2.650644435,5.991464547
400,9,14.1043129,14.10361576,2.64648063,5.991464547
400,10,14.09627962,14.09592131,2.645910906,5.991464547
400,11,14.13138008,14.13097,2.648397862,5.991464547
400,12,14.10902643,14.10756608,2.646814765,5.991464547
400,13,14.142416,14.14059851,2.649178509,5.991464547
400,14,14.16893578,14.16745552,2.651051947,5.991464547
400,15,14.11859703,14.11916904,2.647492867,5.991464547
400,16,14.14550304,14.14588278,2.649396767,5.991464547
400,17,14.11051536,14.1088544,2.64692029,5.991464547
400,18,14.11142111,14.10994399,2.646984477,5.991464547
400,19,14.09929228,14.09783729,2.646124603,5.991464547
400,20,14.10276866,14.10146446,2.646371137,5.991464547
400,21,14.1276021,14.12552598,2.64813048,5.991464547
400,22,14.31711698,14.32680325,2.661455813,5.991464547
400,23,14.23673415,14.24194483,2.655825536,5.991464547
400,24,14.27472448,14.28006195,2.658490454,5.991464547
400,25,14.30991054,14.31463761,2.660952342,5.991464547
400,26,14.23155403,14.23470909,2.655461614,5.991464547
400,27,14.23459959,14.23680948,2.655675592,5.991464547
400,28,14.20739818,14.21369584,2.653762828,5.991464547
400,29,14.16165638,14.1635654,2.650538057,5.991464547
400,30,14.12517643,14.12491233,2.647958768,5.991464547
400,31,14.18149209,14.18173569,2.651937741,5.991464547
400,32,14.12666392,14.1264454,2.64806407,5.991464547
400,33,14.14689589,14.1462992,2.649495228,5.991464547
400,34,14.17913675,14.18089888,2.651771641,5.991464547
400,35,14.20390821,14.20576122,2.653517153,5.991464547
400,36,14.16252756,14.16394745,2.650599572,5.991464547
400,37,14.16738009,14.16956339,2.650942145,5.991464547
400,38,14.18508625,14.19004339,2.652191149,5.991464547
400,39,14.20329618,14.20833083,2.653474063,5.991464547
400,40,14.17270088,14.17621439,2.651317641,5.991464547
400,41,14.20974946,14.21759114,2.653928311,5.991464547
400,42,14.1581955,14.16219333,2.650293644,5.991464547
400,43,14.20584178,14.21084335,2.653653273,5.991464547
400,44,14.15819478,14.16149475,2.650293593,5.991464547
400,45,14.13101172,14.13390357,2.648371795,5.991464547
400,46,14.13593936,14.13841193,2.648720445,5.991464547
400,47,14.1712451,14.17418103,2.651214919,5.991464547
400,48,14.25847507,14.2628975,2.657351472,5.991464547
400,49,14.14859509,14.14984037,2.649615332,5.991464547
400,50,14.28177905,14.28693976,2.658984532,5.991464547
400,51,14.27879333,14.27904931,2.658775453,5.991464547
400,52,14.14939952,14.14986103,2.649672186,5.991464547
400,53,14.14033866,14.14087218,2.649031611,5.991464547
400,54,14.16593242,14.16954358,2.650839957,5.991464547
400,55,14.11260056,14.11286012,2.647068055,5.991464547
400,56,14.11588764,14.1156992,2.647300946,5.991464547
400,57,14.15572262,14.15551768,2.650118968,5.991464547
400,58,14.11649013,14.11654237,2.647343627,5.991464547
400,59,14.14459705,14.14413622,2.649332717,5.991464547
400,60,14.12539554,14.12560092,2.647974279,5.991464547
400,61,14.13662314,14.13777985,2.648768816,5.991464547
400,62,14.12649918,14.12763328,2.648052408,5.991464547
400,63,14.11087656,14.11152094,2.646945887,5.991464547
400,64,14.1589458,14.16121778,2.650346636,5.991464547
400,65,14.20631361,14.21193456,2.653686486,5.991464547
400,66,14.18449664,14.18873205,2.652149582,5.991464547
400,67,14.14834118,14.15273277,2.649597386,5.991464547
400,68,14.13580608,14.1360808,2.648711017,5.991464547
400,69,14.12227368,14.12189993,2.647753245,5.991464547
400,70,14.10624838,14.10524548,2.646617847,5.991464547
400,71,14.11034966,14.10893602,2.646908547,5.991464547
400,72,14.14783955,14.14641062,2.64956193,5.991464547
400,73,14.13145232,14.13113498,2.648402974,5.991464547
400,74,14.13063264,14.13158152,2.648344969,5.991464547
400,75,14.12449384,14.12566659,2.647910442,5.991464547
400,76,14.12381911,14.12438428,2.647862671,5.991464547
400,77,14.12616205,14.12574598,2.648028543,5.991464547
400,78,14.1326046,14.13283775,2.648484511,5.991464547
400,79,14.15650964,14.15698114,2.650174564,5.991464547
400,80,14.12682915,14.12895622,2.648075766,5.991464547
400,81,14.10863352,14.10844821,2.646786916,5.991464547
400,82,14.121207,14.12089228,2.64767771,5.991464547
400,83,14.12245369,14.12245283,2.647765991,5.991464547
400,84,14.11966848,14.11941699,2.647568753,5.991464547
400,85,14.1273427,14.12687451,2.648112118,5.991464547
400,86,14.13790393,14.13844382,2.648859413,5.991464547
400,87,14.31812119,14.32813953,2.661525951,5.991464547
400,88,14.19091535,14.1971257,2.652601996,5.991464547
400,89,14.15225101,14.15646591,2.649873693,5.991464547
400,90,14.22517991,14.22973864,2.655013627,5.991464547
400,91,14.16371989,14.16417692,2.650683758,5.991464547
400,92,14.20043921,14.20164018,2.653272894,5.991464547
400,93,14.19765234,14.20375057,2.653076623,5.991464547
400,94,14.15286756,14.15301612,2.649917258,5.991464547
400,95,14.18490171,14.18532275,2.652178139,5.991464547
400,96,14.12878203,14.12834901,2.648213996,5.991464547
400,97,14.14976978,14.14809454,2.649698354,5.991464547
400,98,14.14670563,14.1467013,2.649481779,5.991464547
400,99,14.14465594,14.14491706,2.649336881,5.991464547
400,100,14.13879275,14.13814852,2.648922278,5.991464547
